model,condition,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_gt_matched,n_gt_missed,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used,overlap_mode
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,0,0.8968158606188045,0.9456013936178637,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,1,0.7679510387035601,0.8687469527059971,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,2,0.7024696656392649,0.825236043633697,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,3,0.7604251012145749,0.8639107687000518,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,4,0.6570390868211692,0.7930278676547333,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,5,0.6735890652557319,0.8049635113417815,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,6,0.7812625451625853,0.8772008902160746,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,7,0.6323650427913101,0.7747838580394727,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,8,0.8409028914348063,0.9135765882570847,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,9,0.5815543629497117,0.7354212748843756,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,10,0.6951310861423221,0.8201502430402121,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,11,0.5585133353615253,0.7167257702443309,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,raam,12,0.5551962701158069,0.7139886852666699,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,deur,13,0.633529519955858,0.7756572651016157,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,zonnepaneel,14,0.0,0.0,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,zonnepaneel,15,0.0,0.0,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
fastsam_x,grayscale,image_251.jpg,image_251.json,zonnepaneel,16,0.0,0.0,17,14,3,132,25,1.1359171867370605,0.5727496983627665,0.6722935948649389,,best
