model,condition,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_gt_matched,n_gt_missed,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used,overlap_mode
sam2_small,grayscale,image_272.jpg,image_272.json,raam,0,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,1,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,deur,2,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,3,0.3139629745842485,0.47788709523354667,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,4,0.5644283121597096,0.7215777262180975,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,5,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,6,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,7,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,8,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,9,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,10,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,11,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,12,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,zonnepaneel,13,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,14,0.36696501220504474,0.5369047619047619,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,15,0.4826694257630626,0.6510816468946267,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
sam2_small,grayscale,image_272.jpg,image_272.json,raam,16,0.0,0.0,17,4,13,35,4,2.5022566318511963,0.1016485720418862,0.14043830766182547,128,best
