model,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used
fastsam_s,image_249.jpg,image_249.json,raam,0,0.4446614583333333,0.615592609283461,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,1,0.5588144963144963,0.7169736971726923,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,2,0.6049931600547196,0.7538887705092692,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,3,0.303122730573711,0.4652251448952296,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,4,0.3976895661791815,0.5690670887188957,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,5,0.0,0.0,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,6,0.7607894166124485,0.8641458307673359,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,7,0.6725082146768894,0.8041912246234446,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,8,0.6465854719443236,0.7853652093514727,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,9,0.6147277476391401,0.7614011074472719,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,10,0.6828417380272757,0.8115341123256691,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,11,0.5781824871228844,0.732719431169134,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,12,0.5778336071117982,0.7324392185681916,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,13,0.0,0.0,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,14,0.4386837121212121,0.6098403817673194,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,15,0.5401299613628381,0.7014082900963567,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,16,0.5881524799653455,0.7406750767132628,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,17,0.5038335158817087,0.6700655498907502,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,18,0.6481701392637375,0.786533045130019,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,deur,19,0.729736211031175,0.8437543324552891,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,deur,20,0.6046626984126984,0.7536321483771252,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,21,0.762199549084795,0.865054754418302,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,22,0.5073338426279603,0.6731539202270539,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,23,0.5133333333333333,0.6784140969162996,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,24,0.5098462816784379,0.6753618402949755,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,raam,25,0.47665170485865027,0.6455844709897611,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
fastsam_s,image_249.jpg,image_249.json,deur,26,0.4919296987087518,0.6594542613294867,27,225,47,0.5697791576385498,0.5243486378859572,0.6635361338310396,
