model,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used
sam_vit_h,image_377.jpg,image_377.json,raam,0,0.4655270655270655,0.635303265940902,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,1,0.4787590579710145,0.6475146243606628,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,2,0.4306478169533867,0.6020319072942297,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,3,0.329373707376571,0.4955321525450774,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,4,0.31893687707641194,0.4836272040302267,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,5,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,6,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,7,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,8,0.7005181347150259,0.8238878732480195,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,9,0.31780392156862747,0.4823235329127485,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,10,0.39901184594321093,0.5704195387626585,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,11,0.4926636980801518,0.6601134585289515,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,12,0.5778109296482412,0.7324210002488181,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,deur,13,0.6868563529547287,0.8143625884345379,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,deur,14,0.6786986000682893,0.8086009007700131,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,15,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,deur,16,0.6163141993957704,0.7626168224299066,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,17,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,deur,18,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
sam_vit_h,image_377.jpg,image_377.json,raam,19,0.0,0.0,20,54,14,8.861295461654663,0.32464611036392477,0.42593774347533764,128
